region,marriages,date
50000000000 Новосибирская область,1507,2010-03-01
50000000000 Новосибирская область,1753,2011-03-01
50000000000 Новосибирская область,1701,2012-03-01
50000000000 Новосибирская область,1934,2013-03-01
50000000000 Новосибирская область,1518,2014-03-01
50000000000 Новосибирская область,1348,2015-03-01
50000000000 Новосибирская область,1385,2016-03-01
50000000000 Новосибирская область,1512,2017-03-01
50000000000 Новосибирская область,1237,2018-03-01
50000000000 Новосибирская область,1261,2019-03-01
50000000000 Новосибирская область,1120,2020-03-01
50000000000 Новосибирская область,1639,2006-04-01
50000000000 Новосибирская область,1915,2007-04-01
50000000000 Новосибирская область,1815,2008-04-01
50000000000 Новосибирская область,1915,2009-04-01
50000000000 Новосибирская область,2253,2010-04-01
50000000000 Новосибирская область,1868,2011-04-01
50000000000 Новосибирская область,2043,2012-04-01
50000000000 Новосибирская область,1680,2013-04-01
50000000000 Новосибирская область,1762,2014-04-01
50000000000 Новосибирская область,1707,2015-04-01
50000000000 Новосибирская область,1284,2016-04-01
50000000000 Новосибирская область,1522,2017-04-01
50000000000 Новосибирская область,1441,2018-04-01
50000000000 Новосибирская область,1182,2019-04-01
50000000000 Новосибирская область,717,2020-04-01
50000000000 Новосибирская область,681,2006-05-01
50000000000 Новосибирская область,782,2007-05-01
50000000000 Новосибирская область,931,2008-05-01
50000000000 Новосибирская область,864,2009-05-01
50000000000 Новосибирская область,822,2010-05-01
50000000000 Новосибирская область,863,2011-05-01
50000000000 Новосибирская область,1140,2012-05-01
50000000000 Новосибирская область,968,2013-05-01
50000000000 Новосибирская область,974,2014-05-01
50000000000 Новосибирская область,887,2015-05-01
50000000000 Новосибирская область,863,2016-05-01
50000000000 Новосибирская область,769,2017-05-01
50000000000 Новосибирская область,811,2018-05-01
50000000000 Новосибирская область,800,2019-05-01
50000000000 Новосибирская область,259,2020-05-01
50000000000 Новосибирская область,2431,2006-06-01
50000000000 Новосибирская область,2700,2007-06-01
50000000000 Новосибирская область,2634,2008-06-01
50000000000 Новосибирская область,2656,2009-06-01
50000000000 Новосибирская область,2693,2010-06-01
50000000000 Новосибирская область,2943,2011-06-01
50000000000 Новосибирская область,3232,2012-06-01
50000000000 Новосибирская область,2889,2013-06-01
50000000000 Новосибирская область,2594,2014-06-01
50000000000 Новосибирская область,2298,2015-06-01
50000000000 Новосибирская область,2540,2016-06-01
50000000000 Новосибирская область,2541,2017-06-01
50000000000 Новосибирская область,2254,2018-06-01
50000000000 Новосибирская область,2080,2019-06-01
50000000000 Новосибирская область,1545,2020-06-01
50000000000 Новосибирская область,2642,2006-07-01
50000000000 Новосибирская область,3146,2007-07-01
50000000000 Новосибирская область,3090,2008-07-01
50000000000 Новосибирская область,3250,2009-07-01
50000000000 Новосибирская область,3461,2010-07-01
50000000000 Новосибирская область,3512,2011-07-01
50000000000 Новосибирская область,3426,2012-07-01
50000000000 Новосибирская область,3281,2013-07-01
50000000000 Новосибирская область,3291,2014-07-01
50000000000 Новосибирская область,3054,2015-07-01
50000000000 Новосибирская область,3024,2016-07-01
50000000000 Новосибирская область,2879,2017-07-01
50000000000 Новосибирская область,2412,2018-07-01
50000000000 Новосибирская область,2485,2019-07-01
50000000000 Новосибирская область,2257,2020-07-01
50000000000 Новосибирская область,3390,2006-08-01
50000000000 Новосибирская область,3640,2007-08-01
