region,marriages,date
11100000000 Ненецкий автономный округ (Архангельская область),26,2019-11-01
11100000000 Ненецкий автономный округ (Архангельская область),11,2020-11-01
11100000000 Ненецкий автономный округ (Архангельская область),36,2006-12-01
11100000000 Ненецкий автономный округ (Архангельская область),62,2007-12-01
11100000000 Ненецкий автономный округ (Архангельская область),19,2008-12-01
11100000000 Ненецкий автономный округ (Архангельская область),23,2009-12-01
11100000000 Ненецкий автономный округ (Архангельская область),33,2010-12-01
11100000000 Ненецкий автономный округ (Архангельская область),56,2011-12-01
11100000000 Ненецкий автономный округ (Архангельская область),28,2012-12-01
11100000000 Ненецкий автономный округ (Архангельская область),32,2013-12-01
11100000000 Ненецкий автономный округ (Архангельская область),39,2014-12-01
11100000000 Ненецкий автономный округ (Архангельская область),39,2015-12-01
11100000000 Ненецкий автономный округ (Архангельская область),28,2016-12-01
11100000000 Ненецкий автономный округ (Архангельская область),23,2017-12-01
11100000000 Ненецкий автономный округ (Архангельская область),14,2018-12-01
11100000000 Ненецкий автономный округ (Архангельская область),27,2019-12-01
11100000000 Ненецкий автономный округ (Архангельская область),12,2020-12-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2006-01-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2007-01-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2008-01-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2009-01-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2010-01-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2011-01-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2012-01-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2013-01-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),474,2014-01-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),432,2015-01-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),364,2016-01-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),404,2017-01-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),338,2018-01-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),312,2019-01-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),273,2020-01-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2006-02-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2007-02-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2008-02-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2009-02-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2010-02-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2011-02-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2012-02-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2013-02-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),711,2014-02-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),549,2015-02-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),454,2016-02-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),500,2017-02-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),406,2018-02-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),386,2019-02-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),421,2020-02-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2006-03-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2007-03-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2008-03-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2009-03-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2010-03-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2011-03-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2012-03-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2013-03-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),699,2014-03-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),475,2015-03-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),495,2016-03-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),535,2017-03-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),461,2018-03-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),514,2019-03-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),384,2020-03-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2006-04-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2007-04-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2008-04-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2009-04-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2010-04-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2011-04-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2012-04-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2013-04-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),719,2014-04-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),612,2015-04-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),477,2016-04-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),536,2017-04-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),496,2018-04-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),373,2019-04-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),286,2020-04-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2006-05-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2007-05-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2008-05-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2009-05-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2010-05-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2011-05-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2012-05-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2013-05-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),362,2014-05-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),296,2015-05-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),310,2016-05-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),296,2017-05-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),229,2018-05-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),263,2019-05-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),65,2020-05-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2006-06-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2007-06-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2008-06-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2009-06-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2010-06-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2011-06-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2012-06-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2013-06-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),1063,2014-06-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),849,2015-06-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),842,2016-06-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),895,2017-06-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),810,2018-06-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),666,2019-06-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),449,2020-06-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2006-07-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2007-07-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2008-07-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2009-07-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2010-07-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2011-07-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2012-07-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2013-07-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),1239,2014-07-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),1157,2015-07-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),1034,2016-07-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),1210,2017-07-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),840,2018-07-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),896,2019-07-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),684,2020-07-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2006-08-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2007-08-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2008-08-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2009-08-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2010-08-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2011-08-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2012-08-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2013-08-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),1309,2014-08-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),1210,2015-08-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),934,2016-08-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),996,2017-08-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),1078,2018-08-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),962,2019-08-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),765,2020-08-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2006-09-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2007-09-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2008-09-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2009-09-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2010-09-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2011-09-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2012-09-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2013-09-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),927,2014-09-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),835,2015-09-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),709,2016-09-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),820,2017-09-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),688,2018-09-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),639,2019-09-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),603,2020-09-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2006-10-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2007-10-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2008-10-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2009-10-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2010-10-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2011-10-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2012-10-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2013-10-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),714,2014-10-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),722,2015-10-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),497,2016-10-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),537,2017-10-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),328,2018-10-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),506,2019-10-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),478,2020-10-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2006-11-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2007-11-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2008-11-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2009-11-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2010-11-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2011-11-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2012-11-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2013-11-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),611,2014-11-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),636,2015-11-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),463,2016-11-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),487,2017-11-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),320,2018-11-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),507,2019-11-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),326,2020-11-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2006-12-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2007-12-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2008-12-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2009-12-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2010-12-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2011-12-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2012-12-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),,2013-12-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),720,2014-12-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),934,2015-12-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),496,2016-12-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),599,2017-12-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),455,2018-12-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),660,2019-12-01
11001000000 Архангельская область (кроме Ненецкого автономного округа),357,2020-12-01
19000000000 Вологодская область,420,2006-01-01
19000000000 Вологодская область,460,2007-01-01
19000000000 Вологодская область,454,2008-01-01
19000000000 Вологодская область,508,2009-01-01
19000000000 Вологодская область,499,2010-01-01
19000000000 Вологодская область,462,2011-01-01
19000000000 Вологодская область,479,2012-01-01
19000000000 Вологодская область,481,2013-01-01
19000000000 Вологодская область,472,2014-01-01
19000000000 Вологодская область,441,2015-01-01
19000000000 Вологодская область,353,2016-01-01
19000000000 Вологодская область,360,2017-01-01
19000000000 Вологодская область,317,2018-01-01
19000000000 Вологодская область,336,2019-01-01
19000000000 Вологодская область,307,2020-01-01
19000000000 Вологодская область,528,2006-02-01
19000000000 Вологодская область,584,2007-02-01
19000000000 Вологодская область,579,2008-02-01
19000000000 Вологодская область,623,2009-02-01
19000000000 Вологодская область,508,2010-02-01
19000000000 Вологодская область,555,2011-02-01
19000000000 Вологодская область,563,2012-02-01
19000000000 Вологодская область,647,2013-02-01
19000000000 Вологодская область,652,2014-02-01
19000000000 Вологодская область,551,2015-02-01
19000000000 Вологодская область,427,2016-02-01
19000000000 Вологодская область,415,2017-02-01
19000000000 Вологодская область,375,2018-02-01
19000000000 Вологодская область,392,2019-02-01
19000000000 Вологодская область,459,2020-02-01
19000000000 Вологодская область,646,2006-03-01
19000000000 Вологодская область,602,2007-03-01
19000000000 Вологодская область,656,2008-03-01
19000000000 Вологодская область,554,2009-03-01
19000000000 Вологодская область,479,2010-03-01
19000000000 Вологодская область,646,2011-03-01
19000000000 Вологодская область,535,2012-03-01
19000000000 Вологодская область,715,2013-03-01
19000000000 Вологодская область,549,2014-03-01
19000000000 Вологодская область,421,2015-03-01
19000000000 Вологодская область,461,2016-03-01
19000000000 Вологодская область,462,2017-03-01
19000000000 Вологодская область,396,2018-03-01
19000000000 Вологодская область,431,2019-03-01
19000000000 Вологодская область,354,2020-03-01
19000000000 Вологодская область,671,2006-04-01
19000000000 Вологодская область,785,2007-04-01
19000000000 Вологодская область,655,2008-04-01
19000000000 Вологодская область,759,2009-04-01
19000000000 Вологодская область,920,2010-04-01
19000000000 Вологодская область,702,2011-04-01
19000000000 Вологодская область,790,2012-04-01
19000000000 Вологодская область,535,2013-04-01
19000000000 Вологодская область,715,2014-04-01
19000000000 Вологодская область,676,2015-04-01
19000000000 Вологодская область,412,2016-04-01
19000000000 Вологодская область,488,2017-04-01
19000000000 Вологодская область,516,2018-04-01
19000000000 Вологодская область,393,2019-04-01
19000000000 Вологодская область,181,2020-04-01
19000000000 Вологодская область,305,2006-05-01
19000000000 Вологодская область,409,2007-05-01
19000000000 Вологодская область,403,2008-05-01
19000000000 Вологодская область,362,2009-05-01
19000000000 Вологодская область,278,2010-05-01
19000000000 Вологодская область,318,2011-05-01
19000000000 Вологодская область,366,2012-05-01
19000000000 Вологодская область,321,2013-05-01
19000000000 Вологодская область,346,2014-05-01
19000000000 Вологодская область,321,2015-05-01
19000000000 Вологодская область,276,2016-05-01
19000000000 Вологодская область,293,2017-05-01
19000000000 Вологодская область,267,2018-05-01
19000000000 Вологодская область,282,2019-05-01
19000000000 Вологодская область,121,2020-05-01
19000000000 Вологодская область,963,2006-06-01
19000000000 Вологодская область,1013,2007-06-01
19000000000 Вологодская область,970,2008-06-01
19000000000 Вологодская область,926,2009-06-01
19000000000 Вологодская область,1013,2010-06-01
19000000000 Вологодская область,1215,2011-06-01
19000000000 Вологодская область,1224,2012-06-01
19000000000 Вологодская область,1256,2013-06-01
19000000000 Вологодская область,1104,2014-06-01
19000000000 Вологодская область,916,2015-06-01
19000000000 Вологодская область,855,2016-06-01
19000000000 Вологодская область,902,2017-06-01
19000000000 Вологодская область,792,2018-06-01
19000000000 Вологодская область,733,2019-06-01
19000000000 Вологодская область,512,2020-06-01
19000000000 Вологодская область,1024,2006-07-01
19000000000 Вологодская область,1148,2007-07-01
19000000000 Вологодская область,1085,2008-07-01
19000000000 Вологодская область,1097,2009-07-01
19000000000 Вологодская область,1399,2010-07-01
19000000000 Вологодская область,1489,2011-07-01
19000000000 Вологодская область,1381,2012-07-01
19000000000 Вологодская область,1389,2013-07-01
19000000000 Вологодская область,1274,2014-07-01
19000000000 Вологодская область,1297,2015-07-01
19000000000 Вологодская область,1154,2016-07-01
19000000000 Вологодская область,1145,2017-07-01
19000000000 Вологодская область,967,2018-07-01
19000000000 Вологодская область,854,2019-07-01
19000000000 Вологодская область,761,2020-07-01
19000000000 Вологодская область,1371,2006-08-01
19000000000 Вологодская область,1445,2007-08-01
19000000000 Вологодская область,1586,2008-08-01
19000000000 Вологодская область,1353,2009-08-01
19000000000 Вологодская область,1412,2010-08-01
19000000000 Вологодская область,1615,2011-08-01
19000000000 Вологодская область,1698,2012-08-01
19000000000 Вологодская область,1697,2013-08-01
19000000000 Вологодская область,1567,2014-08-01
19000000000 Вологодская область,1287,2015-08-01
19000000000 Вологодская область,1101,2016-08-01
19000000000 Вологодская область,1128,2017-08-01
19000000000 Вологодская область,1155,2018-08-01
19000000000 Вологодская область,1021,2019-08-01
19000000000 Вологодская область,808,2020-08-01
19000000000 Вологодская область,1159,2006-09-01
19000000000 Вологодская область,1189,2007-09-01
19000000000 Вологодская область,1000,2008-09-01
19000000000 Вологодская область,993,2009-09-01
19000000000 Вологодская область,1147,2010-09-01
19000000000 Вологодская область,1329,2011-09-01
19000000000 Вологодская область,1217,2012-09-01
19000000000 Вологодская область,1022,2013-09-01
19000000000 Вологодская область,1022,2014-09-01
19000000000 Вологодская область,988,2015-09-01
19000000000 Вологодская область,796,2016-09-01
19000000000 Вологодская область,934,2017-09-01
19000000000 Вологодская область,772,2018-09-01
19000000000 Вологодская область,760,2019-09-01
19000000000 Вологодская область,674,2020-09-01
19000000000 Вологодская область,804,2006-10-01
19000000000 Вологодская область,844,2007-10-01
19000000000 Вологодская область,850,2008-10-01
19000000000 Вологодская область,848,2009-10-01
19000000000 Вологодская область,891,2010-10-01
19000000000 Вологодская область,884,2011-10-01
19000000000 Вологодская область,760,2012-10-01
19000000000 Вологодская область,738,2013-10-01
19000000000 Вологодская область,763,2014-10-01
19000000000 Вологодская область,709,2015-10-01
19000000000 Вологодская область,492,2016-10-01
19000000000 Вологодская область,559,2017-10-01
19000000000 Вологодская область,133,2018-10-01
19000000000 Вологодская область,579,2019-10-01
19000000000 Вологодская область,501,2020-10-01
19000000000 Вологодская область,676,2006-11-01
19000000000 Вологодская область,908,2007-11-01
19000000000 Вологодская область,732,2008-11-01
19000000000 Вологодская область,655,2009-11-01
19000000000 Вологодская область,685,2010-11-01
19000000000 Вологодская область,948,2011-11-01
19000000000 Вологодская область,698,2012-11-01
19000000000 Вологодская область,699,2013-11-01
19000000000 Вологодская область,619,2014-11-01
19000000000 Вологодская область,572,2015-11-01
19000000000 Вологодская область,384,2016-11-01
19000000000 Вологодская область,506,2017-11-01
19000000000 Вологодская область,241,2018-11-01
19000000000 Вологодская область,552,2019-11-01
19000000000 Вологодская область,415,2020-11-01
19000000000 Вологодская область,720,2006-12-01
19000000000 Вологодская область,962,2007-12-01
19000000000 Вологодская область,642,2008-12-01
19000000000 Вологодская область,745,2009-12-01
19000000000 Вологодская область,733,2010-12-01
19000000000 Вологодская область,1089,2011-12-01
19000000000 Вологодская область,834,2012-12-01
19000000000 Вологодская область,688,2013-12-01
19000000000 Вологодская область,707,2014-12-01
19000000000 Вологодская область,794,2015-12-01
19000000000 Вологодская область,491,2016-12-01
19000000000 Вологодская область,531,2017-12-01
19000000000 Вологодская область,250,2018-12-01
19000000000 Вологодская область,550,2019-12-01
19000000000 Вологодская область,408,2020-12-01
27000000000 Калининградская область,364,2006-01-01
27000000000 Калининградская область,382,2007-01-01
27000000000 Калининградская область,412,2008-01-01
27000000000 Калининградская область,463,2009-01-01
27000000000 Калининградская область,417,2010-01-01
27000000000 Калининградская область,392,2011-01-01
27000000000 Калининградская область,341,2012-01-01
27000000000 Калининградская область,374,2013-01-01
27000000000 Калининградская область,414,2014-01-01
27000000000 Калининградская область,384,2015-01-01
27000000000 Калининградская область,334,2016-01-01
27000000000 Калининградская область,378,2017-01-01
27000000000 Калининградская область,368,2018-01-01
27000000000 Калининградская область,377,2019-01-01
27000000000 Калининградская область,293,2020-01-01
27000000000 Калининградская область,437,2006-02-01
27000000000 Калининградская область,420,2007-02-01
27000000000 Калининградская область,505,2008-02-01
27000000000 Калининградская область,490,2009-02-01
27000000000 Калининградская область,402,2010-02-01
27000000000 Калининградская область,426,2011-02-01
27000000000 Калининградская область,470,2012-02-01
27000000000 Калининградская область,455,2013-02-01
27000000000 Калининградская область,494,2014-02-01
27000000000 Калининградская область,465,2015-02-01
27000000000 Калининградская область,428,2016-02-01
27000000000 Калининградская область,422,2017-02-01
27000000000 Калининградская область,359,2018-02-01
27000000000 Калининградская область,335,2019-02-01
27000000000 Калининградская область,514,2020-02-01
27000000000 Калининградская область,514,2006-03-01
27000000000 Калининградская область,574,2007-03-01
27000000000 Калининградская область,629,2008-03-01
27000000000 Калининградская область,452,2009-03-01
27000000000 Калининградская область,392,2010-03-01
27000000000 Калининградская область,489,2011-03-01
27000000000 Калининградская область,487,2012-03-01
27000000000 Калининградская область,657,2013-03-01
27000000000 Калининградская область,517,2014-03-01
27000000000 Калининградская область,421,2015-03-01
27000000000 Калининградская область,461,2016-03-01
27000000000 Калининградская область,522,2017-03-01
27000000000 Калининградская область,534,2018-03-01
27000000000 Калининградская область,566,2019-03-01
27000000000 Калининградская область,425,2020-03-01
27000000000 Калининградская область,588,2006-04-01
27000000000 Калининградская область,761,2007-04-01
27000000000 Калининградская область,579,2008-04-01
27000000000 Калининградская область,668,2009-04-01
27000000000 Калининградская область,906,2010-04-01
27000000000 Калининградская область,692,2011-04-01
27000000000 Калининградская область,796,2012-04-01
27000000000 Калининградская область,553,2013-04-01
27000000000 Калининградская область,723,2014-04-01
27000000000 Калининградская область,731,2015-04-01
27000000000 Калининградская область,516,2016-04-01
27000000000 Калининградская область,630,2017-04-01
27000000000 Калининградская область,601,2018-04-01
27000000000 Калининградская область,521,2019-04-01
27000000000 Калининградская область,313,2020-04-01
27000000000 Калининградская область,273,2006-05-01
27000000000 Калининградская область,277,2007-05-01
27000000000 Калининградская область,442,2008-05-01
27000000000 Калининградская область,366,2009-05-01
27000000000 Калининградская область,312,2010-05-01
27000000000 Калининградская область,336,2011-05-01
27000000000 Калининградская область,356,2012-05-01
27000000000 Калининградская область,379,2013-05-01
27000000000 Калининградская область,427,2014-05-01
27000000000 Калининградская область,383,2015-05-01
27000000000 Калининградская область,344,2016-05-01
27000000000 Калининградская область,298,2017-05-01
27000000000 Калининградская область,387,2018-05-01
27000000000 Калининградская область,344,2019-05-01
27000000000 Калининградская область,191,2020-05-01
27000000000 Калининградская область,814,2006-06-01
27000000000 Калининградская область,911,2007-06-01
27000000000 Калининградская область,944,2008-06-01
27000000000 Калининградская область,814,2009-06-01
27000000000 Калининградская область,843,2010-06-01
27000000000 Калининградская область,931,2011-06-01
27000000000 Калининградская область,1026,2012-06-01
27000000000 Калининградская область,1059,2013-06-01
27000000000 Калининградская область,997,2014-06-01
27000000000 Калининградская область,810,2015-06-01
27000000000 Калининградская область,838,2016-06-01
27000000000 Калининградская область,847,2017-06-01
27000000000 Калининградская область,770,2018-06-01
27000000000 Калининградская область,801,2019-06-01
27000000000 Калининградская область,579,2020-06-01
27000000000 Калининградская область,1044,2006-07-01
27000000000 Калининградская область,1030,2007-07-01
27000000000 Калининградская область,944,2008-07-01
27000000000 Калининградская область,1053,2009-07-01
